R,P,S,M,Size,Well Mixed,Random
27,83,69,77,16,true,true
15,125,39,77,16,true,true
114,55,8,79,16,true,true
80,19,64,93,16,true,true
2,69,51,134,16,true,true
73,1,20,162,16,true,true
102,0,1,153,16,true,true
123,0,0,133,16,true,true
123,0,0,133,16,true,true
106,0,0,150,16,true,true
66,0,0,190,16,true,true
37,0,0,219,16,true,true
62,0,0,194,16,true,true
22,0,0,234,16,true,true
51,0,0,205,16,true,true
75,0,0,181,16,true,true
125,0,0,131,16,true,true
142,0,0,114,16,true,true
165,0,0,91,16,true,true
189,0,0,67,16,true,true
195,0,0,61,16,true,true
174,0,0,82,16,true,true
219,0,0,37,16,true,true
226,0,0,30,16,true,true
232,0,0,24,16,true,true
251,0,0,5,16,true,true
256,0,0,0,16,true,true
