R,P,S,M,Size,Well Mixed,Random
73,70,72,41,16,false,true
47,96,61,52,16,false,true
129,49,36,42,16,false,true
71,65,33,87,16,false,true
40,67,61,88,16,false,true
39,48,41,128,16,false,true
59,7,65,125,16,false,true
115,0,0,141,16,false,true
144,0,0,112,16,false,true
139,0,0,117,16,false,true
117,0,0,139,16,false,true
143,0,0,113,16,false,true
118,0,0,138,16,false,true
129,0,0,127,16,false,true
97,0,0,159,16,false,true
93,0,0,163,16,false,true
78,0,0,178,16,false,true
67,0,0,189,16,false,true
40,0,0,216,16,false,true
50,0,0,206,16,false,true
79,0,0,177,16,false,true
106,0,0,150,16,false,true
114,0,0,142,16,false,true
99,0,0,157,16,false,true
113,0,0,143,16,false,true
133,0,0,123,16,false,true
164,0,0,92,16,false,true
164,0,0,92,16,false,true
171,0,0,85,16,false,true
192,0,0,64,16,false,true
199,0,0,57,16,false,true
190,0,0,66,16,false,true
212,0,0,44,16,false,true
226,0,0,30,16,false,true
226,0,0,30,16,false,true
250,0,0,6,16,false,true
252,0,0,4,16,false,true
256,0,0,0,16,false,true
