R,P,S,M,Size,Well Mixed,Random
137,57,62,0,16,false,false
68,89,99,0,16,false,false
85,106,65,0,16,false,false
107,95,54,0,16,false,false
50,37,169,0,16,false,false
98,128,30,0,16,false,false
106,16,134,0,16,false,false
55,131,70,0,16,false,false
123,38,95,0,16,false,false
40,119,97,0,16,false,false
95,60,101,0,16,false,false
72,120,64,0,16,false,false
46,126,84,0,16,false,false
104,58,94,0,16,false,false
57,117,82,0,16,false,false
122,76,58,0,16,false,false
31,75,150,0,16,false,false
121,42,93,0,16,false,false
59,97,100,0,16,false,false
79,114,63,0,16,false,false
115,76,65,0,16,false,false
36,41,179,0,16,false,false
251,0,5,0,16,false,false
256,0,0,0,16,false,false
