R,P,S,M,Size,Well Mixed,Random
80,113,63,0,16,false,false
99,47,110,0,16,false,false
60,110,86,0,16,false,false
185,53,18,0,16,false,false
13,145,98,0,16,false,false
102,45,109,0,16,false,false
32,183,41,0,16,false,false
97,36,123,0,16,false,false
27,129,100,0,16,false,false
108,31,117,0,16,false,false
104,113,39,0,16,false,false
50,92,114,0,16,false,false
104,70,82,0,16,false,false
48,97,111,0,16,false,false
95,101,60,0,16,false,false
127,60,69,0,16,false,false
7,93,156,0,16,false,false
211,20,25,0,16,false,false
20,160,76,0,16,false,false
168,41,47,0,16,false,false
36,151,69,0,16,false,false
130,24,102,0,16,false,false
40,152,64,0,16,false,false
145,58,53,0,16,false,false
49,89,118,0,16,false,false
167,62,27,0,16,false,false
35,139,82,0,16,false,false
131,46,79,0,16,false,false
45,151,60,0,16,false,false
129,4,123,0,16,false,false
104,137,15,0,16,false,false
55,84,117,0,16,false,false
69,126,61,0,16,false,false
100,60,96,0,16,false,false
55,132,69,0,16,false,false
81,63,112,0,16,false,false
72,121,63,0,16,false,false
138,23,95,0,16,false,false
30,173,53,0,16,false,false
131,36,89,0,16,false,false
12,157,87,0,16,false,false
183,43,30,0,16,false,false
11,159,86,0,16,false,false
120,78,58,0,16,false,false
37,119,100,0,16,false,false
191,49,16,0,16,false,false
19,59,178,0,16,false,false
256,0,0,0,16,false,false
