R,P,S,M,Size,Well Mixed,Random
58,124,74,0,16,false,false
161,36,59,0,16,false,false
50,94,112,0,16,false,false
128,108,20,0,16,false,false
53,76,127,0,16,false,false
122,99,35,0,16,false,false
100,35,121,0,16,false,false
59,100,97,0,16,false,false
133,39,84,0,16,false,false
31,147,78,0,16,false,false
138,72,46,0,16,false,false
36,72,148,0,16,false,false
158,58,40,0,16,false,false
35,59,162,0,16,false,false
127,110,19,0,16,false,false
66,39,151,0,16,false,false
123,117,16,0,16,false,false
98,24,134,0,16,false,false
90,157,9,0,16,false,false
42,27,187,0,16,false,false
90,159,7,0,16,false,false
53,36,167,0,16,false,false
99,116,41,0,16,false,false
33,26,197,0,16,false,false
201,37,18,0,16,false,false
31,185,40,0,16,false,false
94,16,146,0,16,false,false
256,0,0,0,16,false,false
