R,P,S,M,Size,Well Mixed,Random
48,96,45,67,16,false,true
34,42,122,58,16,false,true
103,39,43,71,16,false,true
54,35,115,52,16,false,true
69,110,31,46,16,false,true
94,64,77,21,16,false,true
67,80,78,31,16,false,true
113,26,68,49,16,false,true
128,46,27,55,16,false,true
43,101,64,48,16,false,true
93,12,119,32,16,false,true
73,102,54,27,16,false,true
90,59,95,12,16,false,true
155,77,16,8,16,false,true
28,80,148,0,16,false,true
129,81,46,0,16,false,true
44,12,200,0,16,false,true
80,176,0,0,16,false,true
0,256,0,0,16,false,true
