R,P,S,M,Size,Well Mixed,Random
120,83,53,0,16,false,false
50,98,108,0,16,false,false
110,116,30,0,16,false,false
77,27,152,0,16,false,false
40,102,114,0,16,false,false
178,37,41,0,16,false,false
42,138,76,0,16,false,false
145,50,61,0,16,false,false
41,136,79,0,16,false,false
108,76,72,0,16,false,false
69,44,143,0,16,false,false
44,155,57,0,16,false,false
72,59,125,0,16,false,false
73,99,84,0,16,false,false
120,64,72,0,16,false,false
42,83,131,0,16,false,false
130,61,65,0,16,false,false
61,60,135,0,16,false,false
153,64,39,0,16,false,false
35,90,131,0,16,false,false
178,39,39,0,16,false,false
29,83,144,0,16,false,false
142,90,24,0,16,false,false
21,58,177,0,16,false,false
255,0,1,0,16,false,false
256,0,0,0,16,false,false
