R,P,S,M,Size,Well Mixed,Random
57,107,92,0,16,false,false
118,105,33,0,16,false,false
86,71,99,0,16,false,false
97,103,56,0,16,false,false
139,66,51,0,16,false,false
81,83,92,0,16,false,false
53,140,63,0,16,false,false
148,38,70,0,16,false,false
47,107,102,0,16,false,false
143,92,21,0,16,false,false
32,47,177,0,16,false,false
125,105,26,0,16,false,false
49,115,92,0,16,false,false
131,72,53,0,16,false,false
70,52,134,0,16,false,false
109,125,22,0,16,false,false
83,63,110,0,16,false,false
54,130,72,0,16,false,false
112,49,95,0,16,false,false
116,83,57,0,16,false,false
57,99,100,0,16,false,false
51,122,83,0,16,false,false
175,23,58,0,16,false,false
17,171,68,0,16,false,false
167,29,60,0,16,false,false
14,162,80,0,16,false,false
180,7,69,0,16,false,false
76,128,52,0,16,false,false
120,45,91,0,16,false,false
21,218,17,0,16,false,false
0,29,227,0,16,false,false
0,0,256,0,16,false,false
