R,P,S,M,Size,Well Mixed,Random
66,92,98,0,16,false,false
88,128,40,0,16,false,false
34,74,148,0,16,false,false
131,76,49,0,16,false,false
71,80,105,0,16,false,false
80,95,81,0,16,false,false
113,73,70,0,16,false,false
48,130,78,0,16,false,false
86,71,99,0,16,false,false
103,116,37,0,16,false,false
115,46,95,0,16,false,false
41,175,40,0,16,false,false
120,38,98,0,16,false,false
19,173,64,0,16,false,false
50,42,164,0,16,false,false
108,96,52,0,16,false,false
75,65,116,0,16,false,false
16,147,93,0,16,false,false
144,5,107,0,16,false,false
107,109,40,0,16,false,false
85,28,143,0,16,false,false
113,122,21,0,16,false,false
45,30,181,0,16,false,false
105,139,12,0,16,false,false
67,30,159,0,16,false,false
76,113,67,0,16,false,false
91,24,141,0,16,false,false
129,109,18,0,16,false,false
26,62,168,0,16,false,false
131,108,17,0,16,false,false
76,65,115,0,16,false,false
74,129,53,0,16,false,false
100,57,99,0,16,false,false
50,103,103,0,16,false,false
104,95,57,0,16,false,false
104,49,103,0,16,false,false
41,126,89,0,16,false,false
114,39,103,0,16,false,false
60,107,89,0,16,false,false
92,122,42,0,16,false,false
85,65,106,0,16,false,false
84,66,106,0,16,false,false
75,126,55,0,16,false,false
99,41,116,0,16,false,false
33,183,40,0,16,false,false
119,29,108,0,16,false,false
13,137,106,0,16,false,false
192,35,29,0,16,false,false
7,182,67,0,16,false,false
94,25,137,0,16,false,false
13,167,76,0,16,false,false
29,1,226,0,16,false,false
247,0,9,0,16,false,false
256,0,0,0,16,false,false
