R,P,S,M,Size,Well Mixed,Random
92,50,114,0,16,false,false
79,150,27,0,16,false,false
67,49,140,0,16,false,false
67,139,50,0,16,false,false
93,54,109,0,16,false,false
51,69,136,0,16,false,false
51,123,82,0,16,false,false
68,58,130,0,16,false,false
43,167,46,0,16,false,false
166,40,50,0,16,false,false
30,138,88,0,16,false,false
154,65,37,0,16,false,false
22,94,140,0,16,false,false
151,63,42,0,16,false,false
28,164,64,0,16,false,false
94,89,73,0,16,false,false
76,95,85,0,16,false,false
110,52,94,0,16,false,false
75,65,116,0,16,false,false
50,104,102,0,16,false,false
91,108,57,0,16,false,false
92,107,57,0,16,false,false
113,73,70,0,16,false,false
74,59,123,0,16,false,false
46,191,19,0,16,false,false
85,10,161,0,16,false,false
256,0,0,0,16,false,false
