R,P,S,M,Size,Well Mixed,Random
70,81,46,59,16,true,true
84,74,63,35,16,true,true
63,83,44,66,16,true,true
76,48,67,65,16,true,true
87,50,47,72,16,true,true
100,21,54,81,16,true,true
103,12,91,50,16,true,true
50,27,76,103,16,true,true
19,71,94,72,16,true,true
42,68,93,53,16,true,true
62,40,114,40,16,true,true
77,11,108,60,16,true,true
31,38,131,56,16,true,true
3,218,0,35,16,true,true
0,219,0,37,16,true,true
0,221,0,35,16,true,true
0,230,0,26,16,true,true
0,243,0,13,16,true,true
0,247,0,9,16,true,true
0,235,0,21,16,true,true
0,234,0,22,16,true,true
0,256,0,0,16,true,true
