R,P,S,M,Size,Well Mixed,Random
71,72,113,0,16,false,false
161,75,20,0,16,false,false
16,61,179,0,16,false,false
82,64,110,0,16,false,false
110,81,65,0,16,false,false
130,63,63,0,16,false,false
70,123,63,0,16,false,false
86,78,92,0,16,false,false
90,86,80,0,16,false,false
108,119,29,0,16,false,false
111,51,94,0,16,false,false
28,94,134,0,16,false,false
127,79,50,0,16,false,false
77,84,95,0,16,false,false
144,47,65,0,16,false,false
38,127,91,0,16,false,false
110,95,51,0,16,false,false
71,74,111,0,16,false,false
65,117,74,0,16,false,false
95,82,79,0,16,false,false
113,67,76,0,16,false,false
42,97,117,0,16,false,false
117,66,73,0,16,false,false
80,88,88,0,16,false,false
85,107,64,0,16,false,false
66,27,163,0,16,false,false
99,156,1,0,16,false,false
0,256,0,0,16,false,false
