R,P,S,M,Size,Well Mixed,Random
88,129,23,16,16,false,true
21,16,205,14,16,false,true
138,63,35,20,16,false,true
16,62,153,25,16,false,true
92,80,62,22,16,false,true
5,78,137,36,16,false,true
170,0,49,37,16,false,true
229,0,0,27,16,false,true
220,0,0,36,16,false,true
227,0,0,29,16,false,true
206,0,0,50,16,false,true
214,0,0,42,16,false,true
212,0,0,44,16,false,true
202,0,0,54,16,false,true
164,0,0,92,16,false,true
146,0,0,110,16,false,true
154,0,0,102,16,false,true
150,0,0,106,16,false,true
148,0,0,108,16,false,true
166,0,0,90,16,false,true
162,0,0,94,16,false,true
147,0,0,109,16,false,true
120,0,0,136,16,false,true
85,0,0,171,16,false,true
90,0,0,166,16,false,true
89,0,0,167,16,false,true
69,0,0,187,16,false,true
71,0,0,185,16,false,true
92,0,0,164,16,false,true
93,0,0,163,16,false,true
90,0,0,166,16,false,true
96,0,0,160,16,false,true
132,0,0,124,16,false,true
144,0,0,112,16,false,true
123,0,0,133,16,false,true
112,0,0,144,16,false,true
139,0,0,117,16,false,true
140,0,0,116,16,false,true
129,0,0,127,16,false,true
93,0,0,163,16,false,true
88,0,0,168,16,false,true
118,0,0,138,16,false,true
98,0,0,158,16,false,true
72,0,0,184,16,false,true
85,0,0,171,16,false,true
119,0,0,137,16,false,true
119,0,0,137,16,false,true
108,0,0,148,16,false,true
88,0,0,168,16,false,true
48,0,0,208,16,false,true
54,0,0,202,16,false,true
45,0,0,211,16,false,true
61,0,0,195,16,false,true
63,0,0,193,16,false,true
41,0,0,215,16,false,true
65,0,0,191,16,false,true
67,0,0,189,16,false,true
66,0,0,190,16,false,true
71,0,0,185,16,false,true
115,0,0,141,16,false,true
117,0,0,139,16,false,true
123,0,0,133,16,false,true
148,0,0,108,16,false,true
153,0,0,103,16,false,true
154,0,0,102,16,false,true
116,0,0,140,16,false,true
86,0,0,170,16,false,true
69,0,0,187,16,false,true
61,0,0,195,16,false,true
72,0,0,184,16,false,true
81,0,0,175,16,false,true
67,0,0,189,16,false,true
89,0,0,167,16,false,true
112,0,0,144,16,false,true
105,0,0,151,16,false,true
121,0,0,135,16,false,true
129,0,0,127,16,false,true
112,0,0,144,16,false,true
75,0,0,181,16,false,true
58,0,0,198,16,false,true
45,0,0,211,16,false,true
33,0,0,223,16,false,true
65,0,0,191,16,false,true
57,0,0,199,16,false,true
64,0,0,192,16,false,true
46,0,0,210,16,false,true
38,0,0,218,16,false,true
55,0,0,201,16,false,true
57,0,0,199,16,false,true
60,0,0,196,16,false,true
61,0,0,195,16,false,true
55,0,0,201,16,false,true
30,0,0,226,16,false,true
11,0,0,245,16,false,true
6,0,0,250,16,false,true
0,0,0,256,16,false,true
