R,P,S,M,Size,Well Mixed,Random
78,125,53,0,16,false,false
105,36,115,0,16,false,false
15,211,30,0,16,false,false
97,22,137,0,16,false,false
25,194,37,0,16,false,false
117,40,99,0,16,false,false
18,195,43,0,16,false,false
94,58,104,0,16,false,false
38,97,121,0,16,false,false
145,42,69,0,16,false,false
21,160,75,0,16,false,false
93,41,122,0,16,false,false
47,114,95,0,16,false,false
119,83,54,0,16,false,false
78,76,102,0,16,false,false
59,118,79,0,16,false,false
102,58,96,0,16,false,false
112,36,108,0,16,false,false
40,167,49,0,16,false,false
78,41,137,0,16,false,false
69,85,102,0,16,false,false
124,87,45,0,16,false,false
55,52,149,0,16,false,false
140,85,31,0,16,false,false
43,60,153,0,16,false,false
127,52,77,0,16,false,false
44,123,89,0,16,false,false
98,57,101,0,16,false,false
46,145,65,0,16,false,false
120,44,92,0,16,false,false
35,124,97,0,16,false,false
157,68,31,0,16,false,false
12,57,187,0,16,false,false
154,27,75,0,16,false,false
6,250,0,0,16,false,false
0,256,0,0,16,false,false
