R,P,S,M,Size,Well Mixed,Random
139,91,26,0,16,false,false
43,64,149,0,16,false,false
139,101,16,0,16,false,false
36,117,103,0,16,false,false
131,85,40,0,16,false,false
69,98,89,0,16,false,false
84,89,83,0,16,false,false
133,50,73,0,16,false,false
45,94,117,0,16,false,false
80,134,42,0,16,false,false
96,67,93,0,16,false,false
84,104,68,0,16,false,false
78,65,113,0,16,false,false
72,20,164,0,16,false,false
79,156,21,0,16,false,false
38,24,194,0,16,false,false
80,110,66,0,16,false,false
92,61,103,0,16,false,false
72,79,105,0,16,false,false
36,98,122,0,16,false,false
120,67,69,0,16,false,false
49,109,98,0,16,false,false
134,60,62,0,16,false,false
53,89,114,0,16,false,false
54,150,52,0,16,false,false
66,60,130,0,16,false,false
105,106,45,0,16,false,false
89,91,76,0,16,false,false
59,99,98,0,16,false,false
99,69,88,0,16,false,false
98,78,80,0,16,false,false
104,25,127,0,16,false,false
24,180,52,0,16,false,false
132,21,103,0,16,false,false
33,128,95,0,16,false,false
150,61,45,0,16,false,false
32,123,101,0,16,false,false
192,34,30,0,16,false,false
1,194,61,0,16,false,false
0,0,256,0,16,false,false
