R,P,S,M,Size,Well Mixed,Random
64,71,85,36,16,false,true
78,68,98,12,16,false,true
41,120,76,19,16,false,true
103,56,72,25,16,false,true
40,76,121,19,16,false,true
143,71,30,12,16,false,true
16,48,160,32,16,false,true
142,34,49,31,16,false,true
40,111,79,26,16,false,true
105,66,81,4,16,false,true
63,71,114,8,16,false,true
97,108,47,4,16,false,true
45,68,143,0,16,false,true
109,86,61,0,16,false,true
55,75,126,0,16,false,true
117,114,25,0,16,false,true
99,22,135,0,16,false,true
63,181,12,0,16,false,true
0,24,232,0,16,false,true
0,0,256,0,16,false,true
