R,P,S,M,Size,Well Mixed,Random
105,99,52,0,16,false,false
50,124,82,0,16,false,false
116,104,36,0,16,false,false
30,66,160,0,16,false,false
112,102,42,0,16,false,false
42,40,174,0,16,false,false
116,102,38,0,16,false,false
85,63,108,0,16,false,false
21,169,66,0,16,false,false
158,38,60,0,16,false,false
17,175,64,0,16,false,false
121,27,108,0,16,false,false
65,131,60,0,16,false,false
99,93,64,0,16,false,false
57,51,148,0,16,false,false
92,146,18,0,16,false,false
43,45,168,0,16,false,false
96,149,11,0,16,false,false
0,33,223,0,16,false,false
0,0,256,0,16,false,false
