R,P,S,M,Size,Well Mixed,Random
49,128,79,0,16,false,false
145,51,60,0,16,false,false
79,44,133,0,16,false,false
81,138,37,0,16,false,false
138,51,67,0,16,false,false
29,79,148,0,16,false,false
98,72,86,0,16,false,false
76,71,109,0,16,false,false
98,97,61,0,16,false,false
160,42,54,0,16,false,false
34,34,188,0,16,false,false
156,85,15,0,16,false,false
43,87,126,0,16,false,false
106,75,75,0,16,false,false
58,142,56,0,16,false,false
121,34,101,0,16,false,false
34,136,86,0,16,false,false
163,59,34,0,16,false,false
71,80,105,0,16,false,false
63,138,55,0,16,false,false
90,44,122,0,16,false,false
54,133,69,0,16,false,false
135,62,59,0,16,false,false
21,96,139,0,16,false,false
186,21,49,0,16,false,false
3,144,109,0,16,false,false
0,0,256,0,16,false,false
