R,P,S,M,Size,Well Mixed,Random
119,67,70,0,16,false,false
35,69,152,0,16,false,false
63,157,36,0,16,false,false
152,24,80,0,16,false,false
65,140,51,0,16,false,false
69,36,151,0,16,false,false
87,121,48,0,16,false,false
94,68,94,0,16,false,false
50,132,74,0,16,false,false
132,39,85,0,16,false,false
47,87,122,0,16,false,false
118,46,92,0,16,false,false
28,182,46,0,16,false,false
82,30,144,0,16,false,false
38,113,105,0,16,false,false
118,78,60,0,16,false,false
82,70,104,0,16,false,false
112,60,84,0,16,false,false
82,89,85,0,16,false,false
46,78,132,0,16,false,false
157,72,27,0,16,false,false
22,103,131,0,16,false,false
191,45,20,0,16,false,false
3,149,104,0,16,false,false
156,0,100,0,16,false,false
256,0,0,0,16,false,false
