R,P,S,M,Size,Well Mixed,Random
80,83,27,66,16,true,true
100,51,21,84,16,true,true
124,47,37,48,16,true,true
127,51,13,65,16,true,true
46,0,154,56,16,true,true
200,0,0,56,16,true,true
216,0,0,40,16,true,true
224,0,0,32,16,true,true
185,0,0,71,16,true,true
229,0,0,27,16,true,true
212,0,0,44,16,true,true
178,0,0,78,16,true,true
191,0,0,65,16,true,true
143,0,0,113,16,true,true
177,0,0,79,16,true,true
158,0,0,98,16,true,true
208,0,0,48,16,true,true
202,0,0,54,16,true,true
187,0,0,69,16,true,true
206,0,0,50,16,true,true
223,0,0,33,16,true,true
227,0,0,29,16,true,true
221,0,0,35,16,true,true
224,0,0,32,16,true,true
235,0,0,21,16,true,true
249,0,0,7,16,true,true
250,0,0,6,16,true,true
256,0,0,0,16,true,true
