R,P,S,M,Size,Well Mixed,Random
66,66,34,90,16,false,true
62,47,62,85,16,false,true
79,60,21,96,16,false,true
22,80,43,111,16,false,true
38,22,78,118,16,false,true
72,30,55,99,16,false,true
31,67,42,116,16,false,true
41,63,68,84,16,false,true
39,35,103,79,16,false,true
35,85,43,93,16,false,true
37,12,98,109,16,false,true
121,0,30,105,16,false,true
169,0,2,85,16,false,true
150,0,0,106,16,false,true
176,0,0,80,16,false,true
153,0,0,103,16,false,true
179,0,0,77,16,false,true
210,0,0,46,16,false,true
204,0,0,52,16,false,true
202,0,0,54,16,false,true
218,0,0,38,16,false,true
203,0,0,53,16,false,true
222,0,0,34,16,false,true
236,0,0,20,16,false,true
234,0,0,22,16,false,true
238,0,0,18,16,false,true
256,0,0,0,16,false,true
