R,P,S,M,Size,Well Mixed,Random
133,82,41,0,16,false,false
140,60,56,0,16,false,false
72,99,85,0,16,false,false
92,82,82,0,16,false,false
89,80,87,0,16,false,false
75,87,94,0,16,false,false
115,56,85,0,16,false,false
70,111,75,0,16,false,false
154,49,53,0,16,false,false
49,68,139,0,16,false,false
65,107,84,0,16,false,false
138,75,43,0,16,false,false
73,32,151,0,16,false,false
182,53,21,0,16,false,false
25,101,130,0,16,false,false
159,60,37,0,16,false,false
65,77,114,0,16,false,false
100,125,31,0,16,false,false
72,35,149,0,16,false,false
31,172,53,0,16,false,false
96,35,125,0,16,false,false
35,147,74,0,16,false,false
92,75,89,0,16,false,false
45,130,81,0,16,false,false
63,50,143,0,16,false,false
79,142,35,0,16,false,false
164,40,52,0,16,false,false
19,201,36,0,16,false,false
59,33,164,0,16,false,false
133,113,10,0,16,false,false
38,52,166,0,16,false,false
131,98,27,0,16,false,false
39,68,149,0,16,false,false
125,111,20,0,16,false,false
58,13,185,0,16,false,false
101,134,21,0,16,false,false
0,6,250,0,16,false,false
0,0,256,0,16,false,false
