R,P,S,M,Size,Well Mixed,Random
79,60,55,62,16,false,true
74,77,39,66,16,false,true
33,77,102,44,16,false,true
96,84,62,14,16,false,true
101,100,44,11,16,false,true
2,158,82,14,16,false,true
0,0,247,9,16,false,true
0,0,246,10,16,false,true
0,0,250,6,16,false,true
0,0,245,11,16,false,true
0,0,230,26,16,false,true
0,0,204,52,16,false,true
0,0,205,51,16,false,true
0,0,230,26,16,false,true
0,0,224,32,16,false,true
0,0,214,42,16,false,true
0,0,208,48,16,false,true
0,0,238,18,16,false,true
0,0,218,38,16,false,true
0,0,213,43,16,false,true
0,0,218,38,16,false,true
0,0,188,68,16,false,true
0,0,205,51,16,false,true
0,0,230,26,16,false,true
0,0,249,7,16,false,true
0,0,242,14,16,false,true
0,0,222,34,16,false,true
0,0,217,39,16,false,true
0,0,216,40,16,false,true
0,0,223,33,16,false,true
0,0,226,30,16,false,true
0,0,223,33,16,false,true
0,0,238,18,16,false,true
0,0,245,11,16,false,true
0,0,237,19,16,false,true
0,0,238,18,16,false,true
0,0,226,30,16,false,true
0,0,231,25,16,false,true
0,0,214,42,16,false,true
0,0,227,29,16,false,true
0,0,192,64,16,false,true
0,0,173,83,16,false,true
0,0,183,73,16,false,true
0,0,184,72,16,false,true
0,0,171,85,16,false,true
0,0,171,85,16,false,true
0,0,154,102,16,false,true
0,0,146,110,16,false,true
0,0,135,121,16,false,true
0,0,169,87,16,false,true
0,0,162,94,16,false,true
0,0,159,97,16,false,true
0,0,173,83,16,false,true
0,0,181,75,16,false,true
0,0,181,75,16,false,true
0,0,177,79,16,false,true
0,0,155,101,16,false,true
0,0,140,116,16,false,true
0,0,146,110,16,false,true
0,0,156,100,16,false,true
0,0,169,87,16,false,true
0,0,114,142,16,false,true
0,0,146,110,16,false,true
0,0,138,118,16,false,true
0,0,155,101,16,false,true
0,0,119,137,16,false,true
0,0,156,100,16,false,true
0,0,137,119,16,false,true
0,0,101,155,16,false,true
0,0,104,152,16,false,true
0,0,112,144,16,false,true
0,0,107,149,16,false,true
0,0,110,146,16,false,true
0,0,129,127,16,false,true
0,0,138,118,16,false,true
0,0,138,118,16,false,true
0,0,126,130,16,false,true
0,0,140,116,16,false,true
0,0,146,110,16,false,true
0,0,147,109,16,false,true
0,0,184,72,16,false,true
0,0,180,76,16,false,true
0,0,167,89,16,false,true
0,0,186,70,16,false,true
0,0,220,36,16,false,true
0,0,184,72,16,false,true
0,0,191,65,16,false,true
0,0,196,60,16,false,true
0,0,197,59,16,false,true
0,0,181,75,16,false,true
0,0,137,119,16,false,true
0,0,160,96,16,false,true
0,0,166,90,16,false,true
0,0,157,99,16,false,true
0,0,166,90,16,false,true
0,0,149,107,16,false,true
0,0,131,125,16,false,true
0,0,106,150,16,false,true
0,0,79,177,16,false,true
0,0,51,205,16,false,true
0,0,56,200,16,false,true
0,0,72,184,16,false,true
0,0,82,174,16,false,true
0,0,60,196,16,false,true
0,0,50,206,16,false,true
0,0,66,190,16,false,true
0,0,52,204,16,false,true
0,0,60,196,16,false,true
0,0,46,210,16,false,true
0,0,55,201,16,false,true
0,0,75,181,16,false,true
0,0,87,169,16,false,true
0,0,60,196,16,false,true
0,0,27,229,16,false,true
0,0,43,213,16,false,true
0,0,45,211,16,false,true
0,0,27,229,16,false,true
0,0,18,238,16,false,true
0,0,7,249,16,false,true
0,0,8,248,16,false,true
0,0,2,254,16,false,true
0,0,0,256,16,false,true
